addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,metro_station_winner,metro_minutes_winner
"Новосибирская ул., 5К2",,1,16,16,34.5,9000000,260870.0,2023-11-15,0,"Агентство ЕГСН Продажа, Агент Калюжная Нина, CIAN ID 90555001",56,,-1
"Донецкая ул., 30к1",,2,3,9,43.1,13800000,320186.0,2023-11-15,0,"Собственник, CIAN ID 101529643",15,Курьяново метро (МЦД-2),8
"Десеновское поселение, Буковая аллея, 9",,2,1,3,71.6,11990000,167458.0,2023-11-15,0,"Собственник, CIAN ID 63173767",11,,-1
"Ефремова ул., 10с1к4/7",,3,4,13,103.0,193448850,1878144.0,2023-11-15,0,"Собственник, CIAN ID 95072588",189,Спортивная м.,7
"Лихачёва просп., 10к1",,6,16,17,187.2,110000000,587607.0,2023-11-15,0,"Агентство ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ, CIAN ID 11360429",43,Технопарк м.,9
"Краснодонская ул., 1К1",,2,5,17,50.6,12500000,247036.0,2023-11-15,0,"Агентство МГСН, МГСН отделение на Цветном, CIAN ID 46117710",21,Волжская м.,7
"Братиславская ул., 10",,3,5,17,75.0,19500000,260000.0,2023-11-15,0,"Агентство ЦАН, Агент Елена Ветрова, CIAN ID 100769105",11,Братиславская м.,2
"Россошанская ул., 3К2",,2,8,9,47.0,13950000,296809.0,2023-11-15,0,"Агентство REDA, Агент Даниил Юрчук, CIAN ID 21900",67,Улица Академика Янгеля м.,7
"Костикова ул., 1",,3,9,21,159.0,143999999,905660.0,2023-11-15,0,"Агентство IZRAEV Invest Club, CIAN ID 101233666",7,Улица 1905 года м.,9
"Балаклавский просп., 50",,4,12,17,111.0,30000000,270270.0,2023-11-15,0,"Агентство БЕСТ-Недвижимость на Баррикадной, Агент Светлана Самохвалова, CIAN ID 49044564",48,Зюзино м.,10
"Краснобогатырская ул., 38к3",,1,17,17,48.2,18198151,377555.0,2023-11-15,0,"Консультант Циан, CIAN ID 52395145",47,,-1
"Отрадная ул., 16",,1,5,9,32.5,9500000,292308.0,2023-11-15,0,"Агентство Этажи Москва, Агент Бабицкая Марина, CIAN ID 66249078",11,,-1
"Нижегородская ул., 32С3",,1,7,7,19.7,6000000,304569.0,2023-11-15,0,"Агент Наталья Мишина, CIAN ID 1339018",35,Калитники метро (МЦД-2),12
"Шеногина ул., 2",,1,7,25,32.2,15500000,481366.0,2023-11-15,0,"Агентство ФСК Агент, Агент Ирина Вербицкая, CIAN ID 96950913",23,,-1
"ЖК ""Событие""",,1,7,30,46.9,21100000,449893.0,2023-11-15,0,"Агент Андрей Сумин, CIAN ID 64666393",35,Аминьевская м. (МЦД-4),4
"Академика Волгина ул., 2С1",,1,30,47,55.0,18500000,336364.0,2023-11-15,0,"Агентство ФСК Агент, Агент Ирина Роденко, CIAN ID 88174855",80,Калужская м.,12
"Архангельский пер., 9",,4,6,6,182.0,89970000,494341.0,2023-11-15,0,"Агентство Monumental Group, Агент Иван Зенкин, CIAN ID 64144910",159,Чистые пруды м.,6
"Кантемировская ул., 5К1",,2,8,9,46.9,11600000,247335.0,2023-11-15,0,"Собственник, CIAN ID 100329153",71,Москворечье метро (МЦД-2),14
"Краснобогатырская ул., 38к7",,1,3,17,41.8,15058450,360250.0,2023-11-15,0,"Консультант Циан, CIAN ID 52395145",47,,-1
"Ломоносовский просп., 25К3",,3,11,19,130.0,137000000,1053846.0,2023-11-15,0,"Агентство ОГРК, Агент Иван Мишняков, CIAN ID 99278788",56,Университет м.,6
"Московский поселение, Картмазовские Пруды ул., 2к3",,2,13,22,44.0,10500000,238636.0,2023-11-15,0,"Агентство Этажи Москва, Агент Грецкий Александр Викторович, CIAN ID 82078961",18,,-1
"Прокшино д., ЖК ""Прокшино""",,2,2,17,53.2,11633000,218665.0,2023-11-15,0,"Агентство Я ДОМА, Агент Виктория Зверева, CIAN ID 106270211",7,Прокшино м.,5
"Новоалексеевская ул., 16к3",,4,19,19,160.1,89937000,561755.0,2023-11-15,0,"Агентство OneBrokerage, Агент Александр Киселев, CIAN ID 109430542",27,Алексеевская м.,11
"Воскресенское пос., 4А",,2,7,14,74.5,10980000,147383.0,2023-11-15,0,CIAN ID 108583912,35,,-1
"Озерная ул., 26",,3,7,12,68.0,16500000,242647.0,2023-11-15,0,CIAN ID 29524,35,Озерная м.,8
"Очаковское ш., 19К2",,1,4,9,36.2,10500000,290055.0,2023-11-15,0,"Частный маклер Татьяна Старовойт, CIAN ID 29791",33,Очаково м. (МЦД-4),12
"Зоологическая ул., 2",,4,9,15,125.0,90000000,720000.0,2023-11-15,0,CIAN ID 12806806,36,Баррикадная м.,8
"Газопровод ул., 1К3",,3,4,12,65.0,16000000,246154.0,2023-11-15,0,CIAN ID 424499,67,Улица Академика Янгеля м.,5
"Неопалимовский 1-й пер., 8",,6,11,16,330.0,414533250,1256161.0,2023-11-15,0,"Агентство Franky Real Estate, CIAN ID 12875051",29,,-1
"Корнейчука ул., 42",,2,10,12,52.0,11450000,220192.0,2023-11-15,0,CIAN ID 78863045,65,,-1
"Часовая ул., 28к8",,1,2,25,42.2,18428951,436705.0,2023-11-15,0,"Застройщик FORMA, CIAN ID 82877895",30,Красный Балтиец метро (МЦД-2),6
"Квесисская 2-я ул., 20к1",,3,13,23,130.0,65000000,500000.0,2023-11-15,0,"Агент Антон Климкин, CIAN ID 100846",19,Савеловская м.,12
"Ясеневая ул., 28",,2,1,12,44.4,11500000,259009.0,2023-11-15,0,"Агентство АРН-сервис, CIAN ID 14785",35,Зябликово м.,11
"Никитинская ул., 2",,2,1,5,39.6,11000000,277778.0,2023-11-15,0,"Частный маклер Сергей Герасимов, CIAN ID 93437",15,Измайловская м.,11
"Карачаровская 3-я ул., 4К2",,3,1,5,72.2,14000000,193906.0,2023-11-15,0,CIAN ID 11405,36,Нижегородская м.,12
"ЖК ""АйЛав""",,1,8,22,38.0,17500000,460526.0,2023-11-15,0,CIAN ID 97195263,35,Алексеевская м.,11
"Старобитцевская ул., 23К1",,3,3,14,80.8,17300000,214109.0,2023-11-15,0,"Агентство Личный Маклер, Агент Мария Баранова, CIAN ID 93276522",24,Бульвар Дмитрия Донского м.,15
"Горчакова ул., 5К1",,2,4,14,53.5,11600000,216822.0,2023-11-15,0,"Агентство МЕТРЫ ПЕРЕМЕН, CIAN ID 19910980",230,Улица Горчакова м.,10
"Ломоносовский просп., 3К1",,3,7,9,55.0,24000000,436364.0,2023-11-15,0,"Агентство Этажи Москва, Агент Карху Марина Андреевна, CIAN ID 93319597",20,,-1
"Березовая аллея, 19к6",,1,4,18,24.6,6450000,262195.0,2023-11-15,0,CIAN ID 13637088,32,,-1
"Филимонковское поселение, Жемчужная ул., 1к14",,2,2,4,54.0,9999000,185167.0,2023-11-15,0,"Агентство Римарком Владис, Агент Артур Вартаньян, CIAN ID 79241781",40,,-1
"Московский поселение, Картмазовские Пруды ул., 2к4",,2,17,23,48.0,11500000,239583.0,2023-11-15,0,CIAN ID 16069973,24,,-1
"Мельникова ул., 3К2",,1,8,20,45.0,19000000,422222.0,2023-11-15,0,"Агентство Простор-недвижимость, Агент Алла Буглаева, CIAN ID 60041313",7,Волгоградский проспект м.,9
"Красногвардейский 1-й пр-д, 22с2",,2,9,78,62.1,42000000,676329.0,2023-11-15,0,CIAN ID 477455,55,Тестовская метро (МЦД-1),3
"Гурьянова ул., 2К4",,1,10,16,49.3,14500000,294118.0,2023-11-15,0,"Агентство RIS GROUP, CIAN ID 87793806",51,Печатники м.,7
"Ленинградский просп., 37/5",,2,16,41,72.0,52000000,722222.0,2023-11-15,0,"Агентство Elite Estate, CIAN ID 96433299",37,ЦСКА м.,13
"Самаркандский бул., 9К3",,2,4,5,43.0,9000000,209302.0,2023-11-15,0,CIAN ID 90853997,7,Юго-Восточная м.,8
"Профсоюзная ул., 113К1",,2,15,17,50.9,17500000,343811.0,2023-11-15,0,"Агентство Владис, Агент Артём Галиулин, CIAN ID 96609181",7,Коньково м.,2
"Рогозинино д., ЖК ""Эдельвейс"" (Рогозинино), к3",,1,8,9,42.5,5799000,136447.0,2023-11-15,0,"Частный маклер Людмила Ланцова, CIAN ID 1187170",35,,-1
"Магнитогорская ул., 5",,1,7,12,39.0,10000000,256410.0,2023-11-15,0,"Частный маклер Ольга Жуйкова, CIAN ID 1801",16,,-1
"Кавказский бул., 20",,2,1,15,52.0,15300000,294231.0,2023-11-15,0,"Агентство Личный Маклер, Агент Илья Волотов, CIAN ID 15681424",14,Кантемировская м.,9
"Столярный пер., 3к34",,2,5,5,85.0,54000000,635294.0,2023-11-15,0,"Агентство GRAND ESTATE - Премиальная недвижимость, Агент Даниил | GRAND ESTATE, CIAN ID 92219554",20,Улица 1905 года м.,7
"Рязановское поселение, ЖК ""Алхимово""",,2,8,13,43.7,7800000,178490.0,2023-11-15,0,"Агентство Этажи Москва, Агент Васильева Татьяна Сергеевна, CIAN ID 32820420",20,,-1
"Гостиничный пр-д, 8К1",,1,6,6,19.0,5400000,284211.0,2023-11-15,0,"Собственник, CIAN ID 95165769",9,Окружная м.,2
"Ярцевская ул., 14",,1,2,17,37.6,12300000,327128.0,2023-11-15,0,"Агентство ИНКОМ-Недвижимость, Офис ""Отрадное"" Инком-Недвижимость, CIAN ID 24930405",40,Молодежная м.,6
"Десеновское поселение, Кварцевая ул., 5к1",,1,13,14,44.0,10200000,231818.0,2023-11-15,0,"Частный маклер Марина Касимова, CIAN ID 12928403",35,,-1
"Парковая 5-я ул., 52",,2,4,5,44.0,10200000,231818.0,2023-11-15,0,CIAN ID 97563906,10,Щелковская м.,15
"Лескова ул., 30К1",,1,5,16,34.5,10000000,289855.0,2023-11-15,0,"Частный маклер Татьяна Кропивцова, CIAN ID 50930",37,,-1
"Говорово д., ЖК ""Движение.Говорово Апарт-комплекс""",,1,9,15,24.7,8271804,334891.0,2023-11-15,0,"Застройщик ГК ФСК, CIAN ID 18400645",12,,-1
"Иваньковское ш., 5",,2,13,23,103.0,55000000,533981.0,2023-11-15,0,CIAN ID 13044542,34,,-1
"Электролитный пр-д, 5Б",,1,8,12,18.2,7100000,390110.0,2023-11-15,0,"Агентство DOMILION, Агент Лилит Товмасян, CIAN ID 97551000",37,Нагорная м.,1
"Шелепихинская наб., 40к3",,1,16,29,36.8,27441760,745700.0,2023-11-15,0,"Застройщик ГК ФСК, CIAN ID 18400645",7,,-1
"Филевская Большая ул., 3к4",,1,10,20,38.0,14817676,389939.0,2023-11-15,0,"Представитель застройщика Мосреалстрой, CIAN ID 107837299",7,Фили м.,3
"Митинская ул., 55",,2,14,16,51.0,12800000,250980.0,2023-11-15,0,"Агентство ЕГСН Продажа, Агент Острогожский Игорь, CIAN ID 13238735",20,Пятницкое шоссе м.,2
"Борисовская ул., 10А",,2,1,4,48.4,11800000,243802.0,2023-11-15,0,"Агентство ФСК Агент, Агент Елена Андрианова, CIAN ID 107918780",33,Измайлово м. (МЦК),7
"Солянка ул., 1/2С2",,2,5,6,98.3,47000000,478128.0,2023-11-15,0,"Агент Светлана Николаева, CIAN ID 65629902",26,Китай-Город м.,6
"Парковая 5-я ул., 56К1",,2,3,5,45.0,12500000,277778.0,2023-11-15,0,CIAN ID 4570,31,Щелковская м.,10
"Говорово д., ЖК ""Движение.Говорово Апарт-комплекс""",,1,13,15,36.6,12655613,345782.0,2023-11-15,0,"Застройщик ГК ФСК, CIAN ID 18400645",7,,-1
"Московский г., Радужная ул., 9",,2,21,26,62.0,12290000,198226.0,2023-11-15,0,CIAN ID 17997226,35,,-1
"Маршала Полубоярова ул., 2",,2,4,12,51.6,12900000,250000.0,2023-11-15,0,"Агентство Самолет Плюс Москва Румянцево, Агент Алина Калимуллина, CIAN ID 107434681",35,Жулебино м.,7
"Коммунарка пос., Александры Монаховой ул., 88К1",,1,14,18,35.0,9750000,278571.0,2023-11-15,0,"Агентство Acropol, Агент Александр Малицкий, CIAN ID 18085434",44,,-1
"Поклонная ул., 9",,2,18,39,51.0,41000000,803922.0,2023-11-15,0,"Агент Ольга Толстикова, CIAN ID 96853380",36,Поклонная м. (МЦД-4),14
"Киевский пос., 14",,2,1,9,42.3,6200000,146572.0,2023-11-15,0,"Агентство КоридорЪ, Агент Юлия Таракина, CIAN ID 106186303",7,Поселок Киевский станция (БМО),5
"Волоколамское ш., 71к5",,1,5,22,25.0,7400000,296000.0,2023-11-15,0,"Агентство Delta estate, CIAN ID 11130039",20,Спартак м.,6
"Смоленский бул., 22/14",,2,7,8,53.0,41000000,773585.0,2023-11-15,0,"Агентство ОГРК, Агент Игорь Гезунов, CIAN ID 107901157",23,Смоленская м.,9
"Хорошевское ш., 25Ак3",,2,18,24,63.2,30000000,474684.0,2023-11-15,0,CIAN ID 62954,65,Хорошевская м.,8
"Сосенское поселение, Куприна просп., 38к1",,1,4,14,28.8,6700000,232639.0,2023-11-15,0,CIAN ID 36706777,37,,-1
"Ташкентский пер., 5К3",,2,2,12,37.4,10500000,280749.0,2023-11-15,0,CIAN ID 106741540,35,Юго-Восточная м.,8
"Десеновское поселение, Новые Ватутинки Центральный мкр, Нововатутинская 3-я ул., 6",,1,5,15,38.7,9100000,235142.0,2023-11-15,0,"Агентство Владис, Агент Екатерина Бурганова, CIAN ID 107921333",7,,-1
"Зорге ул., 9",,1,15,27,36.0,14900000,413889.0,2023-11-15,0,"Агентство Самолет Плюс МСК-Север, Агент Вячеслав Матвеев, CIAN ID 109084409",7,,-1
"Ленинградское ш., 112/1К1",,2,1,9,40.5,10000000,246914.0,2023-11-15,0,"Агентство Dream Realty, CIAN ID 281651",34,Беломорская м.,8
"Ясный пр-д, 34К1",,2,1,12,44.5,10000000,224719.0,2023-11-15,0,"Частный маклер Анна Степаненко, CIAN ID 22740",92,,-1
