addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url
"очаковская большая ул., 36","г. москва, ул. очаковская б., д. 36",3,3,5.0,78.3,20500000,261814.0,2023-11-06,0,CIAN ID 338568,31,Западный,Очаково-Матвеевское,"г. москва, ул. очаковская б., д. 36",5.0,0.0,55.67878,37.44944,железобетонные,Кирпичный,Кирпичные,муниципальный,328.0,1956.0,280.0,-1.0,Исправный,Очаково,0.5,7.0,77:07:0014001:1085,7.70000000002173e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=13663
"севастопольский просп., 18","г. москва, пр-кт. севастопольский, д. 18",3,6,21.0,72.1,19500000,270458.0,2023-11-06,0,CIAN ID 190778,35,Юго-Западный,Котловка,"г. москва, пр-кт. севастопольский, д. 18",19.0,0.0,55.6832,37.59827,Железобетонные,Панельный,Крупнопанельные,Нет данных,210.0,2015.0,278.0,2.0,Исправный,Крымская,0.95,14.0,77:06:0002015:4162,7.70000000002592e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=250734
"каргопольская ул., 16к2","г. москва, ул. каргопольская, д. 16, к. 2",3,1,17.0,72.0,16900000,234722.0,2023-11-06,0,CIAN ID 63321,13,Северо-Восточный,Отрадное,"г. москва, ул. каргопольская, д. 16, к. 2",17.0,0.0,55.86428000000001,37.594570000000004,Железобетонные,Панельный,Крупнопанельные,муниципальный,461.0,1983.0,264.0,2.0,Исправный,Отрадное,0.7,10.0,77:02:0008005:1011,7.70000000001439e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=57848
"ясеневая ул., 39к1","г. москва, ул. ясеневая, д. 39, к. 1",3,9,12.0,65.4,15200000,232416.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис Новостройки ""Инком-Недвижимость"", CIAN ID 101118353",139,Южный,Орехово-Борисово Южное,"г. москва, ул. ясеневая, д. 39, к. 1",12.0,0.0,55.60686,37.74217,железобетонные,Панельный,Крупноблочные,федеральный,1241.0,1977.0,248.0,1.0,Исправный,Зябликово,0.65,10.0,77:05:0011007:1053,7.70000000000532e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=6587
"пятницкое ш., 41","г. москва, ш. пятницкое, д. 41",3,12,17.0,74.5,16900000,226846.0,2023-11-06,0,"Агент Ольга Авдонина, CIAN ID 209527",62,Северо-Западный,Митино,"г. москва, ш. пятницкое, д. 41",17.0,0.0,55.85685,37.35175,Железобетонные,Панельный,Крупнопанельные,муниципальный,1384.0,1992.0,264.0,1.0,Исправный,Пятницкое шоссе,0.15,3.0,77:08:0002004:1005,7.70000000002427e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=54733
"лукинская ул., 1","г. москва, ул. лукинская, д. 1",3,12,17.0,86.0,16200000,188372.0,2023-11-06,0,"Частный маклер Александр Гуцул, CIAN ID 62009",25,Западный,Новопеределкино,"г. москва, ул. лукинская, д. 1",17.0,0.0,55.64685,37.3432,железобетонные,Панельный,Крупнопанельные,муниципальный,2355.0,1991.0,264.0,1.0,Исправный,Переделкино,1.3,20.0,77:07:0015005:1835,7.70000000001742e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=72572
"полковая ул., 1с12","г. москва, ул. полковая, д. 1, стр. 12",3,7,22.0,90.2,40661077,450788.0,2023-11-06,0,"Застройщик Компания Пионер, CIAN ID 106313521",10,Северо-Восточный,Марьина Роща,"г. москва, ул. полковая, д. 1, стр. 12",1.0,0.0,55.798790000000004,37.5972,Нет данных,Кирпичный,Кирпичные,Нет данных,-1.0,1990.0,-1.0,-1.0,Нет данных,Станколит,0.05,1.0,77:02:0024001:1044,7.70000000003783e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=321599
"николая химушина ул., 3к1","г. москва, ул. николая химушина, д. 3, к. 1",3,7,9.0,58.9,16000000,271647.0,2023-11-06,0,"Собственник, CIAN ID 9138820",33,Восточный,Метрогородок,"г. москва, ул. николая химушина, д. 3, к. 1",9.0,0.0,55.81964,37.75567,железобетонные,Панельный,Крупнопанельные,муниципальный,387.0,1971.0,264.0,1.0,Исправный,Бульвар Рокоссовского,1.5,22.0,77:03:0002004:1078,7.70000000003029e+16,Нет данных,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=53461
"самотечный 2-й пер., 1","г. москва, пер. самотечный 2-й, д. 1",3,6,7.0,96.0,97000000,1010417.0,2023-11-06,0,"Агентство Этажи Москва, Агент Мачихин Иван, CIAN ID 105504697",11,Центральный,Тверской,"г. москва, пер. самотечный 2-й, д. 1",7.0,0.0,55.77752,37.61604000000001,железобетонные,Кирпичный,Кирпичные,муниципальный,84.0,1956.0,300.0,1.0,Исправный,Достоевская,0.5,8.0,77:01:0004002:1078,7.70000000000594e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=44809
"тульская малая ул., 55/1","г. москва, ул. тульская м., д. 55/1",3,22,24.0,77.0,28000000,363636.0,2023-11-06,0,"Агентство Isaev Estate, Агент Людмила Задачина, CIAN ID 100673785",7,Южный,Донской,"г. москва, ул. тульская м., д. 55/1",24.0,0.0,55.70226,37.6179,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2022.0,270.0,-1.0,Нет данных,Тульская,0.8,12.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=354976
"нагатинский 1-й пр-д, 11к1","г. москва, проезд. нагатинский 1-й, д. 11, к. 1",3,24,33.0,72.3,24700000,341632.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Савеловский"" Инком-Недвижимость, CIAN ID 24930428",98,Южный,Нагатино-Садовники,"г. москва, проезд. нагатинский 1-й, д. 11, к. 1",33.0,1.0,55.67879,37.63446,Железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2011.0,-1.0,1.0,Исправный,Нагатинская,0.95,14.0,77:00:0000000:16279,7.70000000000511e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=241217
"щелковское ш., 12к3","г. москва, ш. щелковское, д. 12, к. 3",3,6,9.0,59.0,13900000,235593.0,2023-11-06,0,"Агентство Азбука Жилья, Агент Ирина Б., CIAN ID 13779213",13,Восточный,Измайлово Северное,"г. москва, ш. щелковское, д. 12, к. 3",9.0,0.0,55.805930000000004,37.76925,железобетонные,Панельный,Крупнопанельные,муниципальный,424.0,1971.0,264.0,1.0,Исправный,Локомотив,1.55,23.0,77:03:0005002:1072,7.7000000000317e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=47234
"хорошевское ш., 12к1","г. москва, ш. хорошевское, д. 12, к. 1",3,11,37.0,70.0,29900000,427143.0,2023-11-06,0,"Собственник, CIAN ID 106097071",24,Северный,Хорошевский,"г. москва, ш. хорошевское, д. 12, к. 1",32.0,1.0,55.77482,37.54842,Железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,2251.0,2010.0,-1.0,5.0,Исправный,Беговая,0.2,3.0,77:09:0005013:1152,7.70000000003049e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=320862
"косинская ул., 20/17к1","г. москва, ул. косинская, д. 20/17, к. 1",3,5,9.0,58.6,16700000,284983.0,2023-11-06,0,"Собственник, CIAN ID 53346578",11,Восточный,Вешняки,"г. москва, ул. косинская, д. 20/17, к. 1",9.0,0.0,55.72044,37.83422,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,393.0,1970.0,264.0,1.0,Исправный,Выхино,1.2,18.0,77:03:0007005:1027,7.700000000004e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=25201
"крылатские холмы ул., 24","г. москва, ул. крылатские холмы, д. 24",3,5,25.0,80.0,35000000,437500.0,2023-11-06,0,CIAN ID 102122904,36,Западный,Крылатское,"г. москва, ул. крылатские холмы, д. 24",25.0,0.0,55.76303000000001,37.41616,Железобетонные,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2013.0,-1.0,3.0,Исправный,Крылатское,0.9,13.0,77:07:0001002:31932,7.70000000001629e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=260656
"косинская ул., 20/17к1","г. москва, ул. косинская, д. 20/17, к. 1",3,1,9.0,62.0,16600000,267742.0,2023-11-06,0,"Собственник, CIAN ID 109209237",11,Восточный,Вешняки,"г. москва, ул. косинская, д. 20/17, к. 1",9.0,0.0,55.72044,37.83422,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,393.0,1970.0,264.0,1.0,Исправный,Выхино,1.2,18.0,77:03:0007005:1027,7.700000000004e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=25201
"черногрязская 2-я ул., 6к2","г. москва, ул. черногрязская 2-я, д. 6, к. 2",3,2,13.0,131.0,133000000,1015267.0,2023-11-06,0,"Собственник, CIAN ID 51482877",26,Центральный,Пресненский,"г. москва, ул. черногрязская 2-я, д. 6, к. 2",13.0,1.0,55.76226,37.54759,Железобетонные,Кирпичный,Кирпичные,Нет данных,-1.0,2017.0,310.0,3.0,Исправный,Улица 1905 года,0.95,14.0,77:01:0004038:6099,7.70000000003097e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=323879
"харьковская ул., 3к1","г. москва, ул. харьковская, д. 3, к. 1",3,2,16.0,65.2,13500000,207055.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Переделкино"" Инком-Недвижимость, CIAN ID 24930436",15,Южный,Бирюлево Западное,"г. москва, ул. харьковская, д. 3, к. 1",16.0,0.0,55.58634,37.64995,железобетонные,Панельный,Крупноблочные,муниципальный,274.0,1975.0,248.0,1.0,Исправный,Покровская,2.2,33.0,77:05:0009003:1139,7.70000000003018e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=3163
"староалексеевская ул., 16","г. москва, ул. староалексеевская, д. 16",3,7,16.0,68.0,22500000,330882.0,2023-11-06,0,CIAN ID 1975492,34,Северо-Восточный,Алексеевский,"г. москва, ул. староалексеевская, д. 16",16.0,0.0,55.808640000000004,37.64178,Железобетонные,Панельный,Крупноблочные,муниципальный,229.0,1981.0,248.0,1.0,Исправный,Алексеевская,0.25,4.0,77:02:0023013:1013,7.70000000002758e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=44477
